timestamp,symbol,price,baseline
2025-05-05T16:42:08.341492,TSLA,278.6,277.21
2025-05-05T16:42:08.582964,NVDA,114.01,113.745
2025-05-05T16:42:08.814738,AMD,100.84,100.845
2025-05-05T16:42:09.049924,MRNA,27.98,28.04
2025-05-05T16:42:09.291702,BNTX,101.91,102.01
2025-05-05T16:42:09.526629,ROKU,60.94,60.95
2025-05-05T16:42:09.750987,DKNG,34.08,34.1
2025-05-05T16:42:09.987474,PLTR,124.89,124.83
2025-05-05T16:42:10.234352,SNOW,169.95,169.47
2025-05-05T16:42:10.483266,ZM,79.1,79.135
2025-05-05T16:42:10.726741,CRWD,449.3,449.52
2025-05-05T16:42:10.995457,DDOG,106.27,106.28
2025-05-05T16:42:11.243410,PINS,27.28,27.23
2025-05-05T16:42:11.482989,BYND,2.58,2.57
2025-05-05T16:42:11.714854,NIO,3.97,3.965
2025-05-05T16:42:11.963924,LI,25.285,25.215
2025-05-05T16:42:12.214196,XPEV,19.94,19.875
2025-05-05T16:42:12.453647,COIN,200.27,200.11
2025-05-05T16:42:12.693249,RIOT,7.88,7.91
2025-05-05T16:42:12.959623,MARA,13.13,13.105
2025-05-05T16:42:13.207931,DOCU,83.325,83.45
2025-05-05T16:42:13.451207,NET,125.3,125.2
2025-05-05T16:42:13.693374,ESTC,83.33,83.375
2025-05-05T16:42:13.930816,MDB,174.625,174.405
2025-05-05T16:42:14.165158,TTD,56.34,56.37
2025-05-05T16:42:14.403011,OKTA,115.49,115.45
2025-05-05T16:42:14.651349,TDOC,7.165,7.175
2025-05-05T16:42:14.884424,ETSY,45.51,45.66
2025-05-05T16:42:15.131039,UBER,86.31,86.085
2025-05-05T16:42:15.370262,LYFT,12.97,12.965
2025-05-05T16:42:15.617349,TWLO,105.12,105.36
2025-05-05T16:42:15.852923,Z,68.57,68.61
2025-05-05T16:42:16.101273,SNAP,8.58,8.585
2025-05-05T16:42:16.332116,SPOT,644.3,645.01
2025-05-05T16:42:16.564662,SHOP,99.08,98.95
2025-05-05T16:42:16.801378,SQ,86.95,86.95
2025-05-05T16:42:17.050529,PYPL,68.86,68.81
2025-05-05T16:42:17.282359,W,30.995,31.06
2025-05-05T16:42:17.520009,COUP,80.975,80.975
2025-05-05T16:42:17.758916,DT,48.075,48.17
2025-05-05T16:42:17.996552,CRON,1.86,1.865
2025-05-05T16:42:18.236845,AMC,2.635,2.635
2025-05-05T16:42:18.487281,GME,26.43,26.49
2025-05-05T16:42:18.725289,FSR,0.0891,0.0891
2025-05-05T16:42:18.968827,SPCE,2.97,2.96
2025-05-05T16:42:19.205037,BABA,126.53,126.54
2025-05-05T16:42:19.447190,MSTR,380.1,380.52
2025-05-05T16:42:19.680132,HOOD,47.57,47.39
2025-05-05T16:42:19.924268,RBLX,72.39,72.52
2025-05-05T16:42:20.159238,FSLR,125.5,125.545
2025-05-05T16:42:20.410662,KO,71.575,71.61
2025-05-05T16:42:20.639324,PG,159.04,159.14
2025-05-05T16:42:20.884247,JNJ,155.17,155.2
2025-05-05T16:42:21.113513,MCD,316.52,316.815
2025-05-05T16:42:21.354045,WMT,99.585,99.62
2025-05-05T16:42:21.596198,PEP,132.77,132.81
2025-05-05T16:42:21.830172,COST,1014.39,1014.75
2025-05-05T16:42:22.064273,CL,90.9,90.955
2025-05-05T16:42:22.298755,GIS,54.955,54.98
2025-05-05T16:42:22.528670,KMB,130.945,130.985
2025-05-05T16:42:22.761713,ADM,47.6,47.62
2025-05-05T16:42:23.011279,MO,59.87,59.85
2025-05-05T16:42:26.343552,PM,172.85,172.7
2025-05-05T16:42:26.580381,UL,63.48,63.47
2025-05-05T16:42:26.814036,CLX,138.345,138.26
2025-05-05T16:42:27.056041,CHD,93.21,93.21
2025-05-05T16:42:27.287628,HRL,29.12,29.16
2025-05-05T16:42:27.525649,KHC,28.52,28.535
2025-05-05T16:42:27.763291,HSY,165.415,165.56
2025-05-05T16:42:31.086791,SJM,114.02,114.15
2025-05-05T16:42:31.323779,MKC,75.68,75.78
2025-05-05T16:42:31.566917,CPB,35.565,35.595
2025-05-05T16:42:31.798119,K,82.69,82.7
2025-05-05T16:42:32.044689,TSN,56.03,56.01
2025-05-05T16:42:32.288182,DUK,121.31,121.27
2025-05-05T16:42:32.539068,SO,91.16,91.12
2025-05-05T16:42:32.805689,AEP,107.29,107.3
2025-05-05T16:42:33.050189,ED,109.34,109.39
2025-05-05T16:42:36.371028,WEC,108.17,108.2
2025-05-05T16:42:36.612676,NEE,66.46,66.415
2025-05-05T16:42:36.864216,DTE,136.55,136.45
2025-05-05T16:42:37.109258,EXC,46.035,46.03
2025-05-05T16:42:37.349516,XEL,70.875,70.84
2025-05-05T16:42:37.586885,SRE,75.575,75.53
2025-05-05T16:42:37.823924,T,27.43,27.43
2025-05-05T16:42:38.066949,VZ,43.59,43.575
2025-05-05T16:42:41.403921,O,57.24,57.21
2025-05-05T16:42:41.637306,NNN,42.2,42.21
2025-05-05T16:42:41.880228,MDT,83.66,83.79
2025-05-05T16:42:42.111705,ABT,132.58,132.62
2025-05-05T16:42:42.338006,MRK,82.46,82.53
2025-05-05T16:42:42.568725,PFE,24.005,24.01
2025-05-05T16:42:42.808989,TGT,95.02,95.1
2025-05-05T16:42:43.048777,CVS,68.12,67.98
2025-05-05T16:42:46.369274,IBM,249.14,249.37
2025-05-05T16:42:46.623958,WBA,10.985,10.985
2025-05-05T16:42:46.871519,BDX,168.54,168.475
2025-05-05T16:42:47.111830,SYY,70.74,70.77
2025-05-05T16:42:47.340466,BAX,31.05,31.04
2025-05-05T16:42:47.566664,D,54.25,54.245
2025-05-05T16:43:47.979639,TSLA,278.755,277.21
2025-05-05T16:43:48.224110,NVDA,114,113.745
2025-05-05T16:43:48.495062,AMD,100.83,100.845
2025-05-05T16:43:48.747738,MRNA,27.885,28.04
2025-05-05T16:43:49.001427,BNTX,101.91,102.01
2025-05-05T16:43:49.243172,ROKU,60.97,60.95
2025-05-05T16:43:49.485999,DKNG,34.13,34.1
2025-05-05T16:43:49.737484,PLTR,124.78,124.83
2025-05-05T16:43:49.989174,SNOW,169.95,169.47
2025-05-05T16:43:50.230268,ZM,79.1,79.135
2025-05-05T16:43:50.476316,CRWD,449.155,449.52
2025-05-05T16:43:50.716369,DDOG,106.31,106.28
2025-05-05T16:43:50.949291,PINS,27.29,27.23
2025-05-05T16:43:51.196232,BYND,2.57,2.57
2025-05-05T16:43:51.466124,NIO,3.97,3.965
2025-05-05T16:43:51.708693,LI,25.265,25.215
2025-05-05T16:43:51.947248,XPEV,19.94,19.875
2025-05-05T16:43:52.189417,COIN,200.14,200.11
2025-05-05T16:43:52.433241,RIOT,7.91,7.91
2025-05-05T16:43:52.676669,MARA,13.15,13.105
2025-05-05T16:43:52.925789,DOCU,83.235,83.45
2025-05-05T16:43:53.182252,NET,125.33,125.2
2025-05-05T16:43:53.414509,ESTC,83.33,83.375
2025-05-05T16:43:53.651735,MDB,174.625,174.405
2025-05-05T16:43:53.898306,TTD,56.34,56.37
2025-05-05T16:43:54.129750,OKTA,115.51,115.45
2025-05-05T16:43:54.364385,TDOC,7.17,7.175
2025-05-05T16:43:54.599334,ETSY,45.5,45.66
2025-05-05T16:43:54.855869,UBER,86.385,86.085
2025-05-05T16:43:55.102117,LYFT,12.975,12.965
2025-05-05T16:43:55.334220,TWLO,105.22,105.36
2025-05-05T16:43:55.568135,Z,68.58,68.61
2025-05-05T16:43:55.820687,SNAP,8.58,8.585
2025-05-05T16:43:56.073283,SPOT,644.3,645.01
2025-05-05T16:43:56.313723,SHOP,99.05,98.95
2025-05-05T16:43:56.554225,SQ,86.95,86.95
2025-05-05T16:43:56.792042,PYPL,68.91,68.81
2025-05-05T16:43:57.022384,W,30.945,31.06
2025-05-05T16:43:57.273635,COUP,80.975,80.975
2025-05-05T16:43:57.505069,DT,48.09,48.17
2025-05-05T16:43:57.764596,CRON,1.86,1.865
2025-05-05T16:43:58.003022,AMC,2.635,2.635
2025-05-05T16:43:58.245924,GME,26.44,26.49
2025-05-05T16:43:58.480951,FSR,0.0891,0.0891
2025-05-05T16:43:58.713325,SPCE,2.97,2.96
2025-05-05T16:43:58.949785,BABA,126.55,126.54
2025-05-05T16:43:59.206147,MSTR,380.1,380.52
2025-05-05T16:43:59.437336,HOOD,47.6,47.39
2025-05-05T16:43:59.673383,RBLX,72.39,72.52
2025-05-05T16:43:59.909086,FSLR,125.455,125.545
2025-05-05T16:44:00.156023,KO,71.55,71.61
2025-05-05T16:44:00.395306,PG,158.91,159.14
2025-05-05T16:44:00.632053,JNJ,155.115,155.2
2025-05-05T16:44:00.868314,MCD,316.62,316.815
2025-05-05T16:44:01.124084,WMT,99.55,99.62
2025-05-05T16:44:01.357903,PEP,132.7,132.81
2025-05-05T16:44:01.599415,COST,1014.39,1014.75
2025-05-05T16:44:01.836954,CL,90.9,90.955
2025-05-05T16:44:02.079382,GIS,54.93,54.98
2025-05-05T16:44:02.322917,KMB,130.92,130.985
2025-05-05T16:44:02.559896,ADM,47.6,47.62
2025-05-05T16:44:02.807899,MO,59.86,59.85
2025-05-05T16:44:03.053646,PM,172.81,172.7
2025-05-05T16:44:03.302597,UL,63.46,63.47
2025-05-05T16:44:03.561418,CLX,138.26,138.26
2025-05-05T16:44:03.796891,CHD,93.21,93.21
2025-05-05T16:44:04.048760,HRL,29.13,29.16
2025-05-05T16:44:04.289768,KHC,28.495,28.535
2025-05-05T16:44:04.528915,HSY,165.35,165.56
2025-05-05T16:44:04.779958,SJM,114.02,114.15
2025-05-05T16:44:05.018779,MKC,75.68,75.78
2025-05-05T16:44:05.257382,CPB,35.54,35.595
2025-05-05T16:44:05.501746,K,82.69,82.7
2025-05-05T16:44:05.741015,TSN,56.11,56.01
2025-05-05T16:44:05.982869,DUK,121.22,121.27
2025-05-05T16:44:06.228917,SO,91.16,91.12
2025-05-05T16:44:06.481701,AEP,107.29,107.3
2025-05-05T16:44:06.732119,ED,109.34,109.39
2025-05-05T16:44:06.980291,WEC,108.17,108.2
2025-05-05T16:44:07.217278,NEE,66.46,66.415
2025-05-05T16:44:07.457152,DTE,136.42,136.45
2025-05-05T16:44:07.709287,EXC,46.03,46.03
2025-05-05T16:44:07.946075,XEL,70.89,70.84
2025-05-05T16:44:08.211112,SRE,75.54,75.53
2025-05-05T16:44:08.454830,T,27.42,27.43
2025-05-05T16:44:08.705333,VZ,43.575,43.575
2025-05-05T16:44:08.944886,O,57.22,57.21
2025-05-05T16:44:09.186134,NNN,42.2,42.21
2025-05-05T16:44:09.421881,MDT,83.68,83.79
2025-05-05T16:44:09.666729,ABT,132.58,132.62
2025-05-05T16:44:09.901812,MRK,82.46,82.53
2025-05-05T16:44:10.155450,PFE,23.99,24.01
2025-05-05T16:44:10.397845,TGT,95.03,95.1
2025-05-05T16:44:10.635643,CVS,68.125,67.98
2025-05-05T16:44:10.872771,IBM,249.13,249.37
2025-05-05T16:44:11.107436,WBA,10.985,10.985
2025-05-05T16:44:11.350913,BDX,168.54,168.475
2025-05-05T16:44:11.613591,SYY,70.74,70.77
2025-05-05T16:44:11.860105,BAX,31.05,31.04
2025-05-05T16:44:12.106754,D,54.25,54.245
2025-05-05T16:45:12.531170,TSLA,279.13,277.21
2025-05-05T16:45:12.768516,NVDA,114.03,113.745
2025-05-05T16:45:13.008678,AMD,100.89,100.845
2025-05-05T16:45:13.252471,MRNA,27.885,28.04
2025-05-05T16:45:13.494627,BNTX,101.91,102.01
2025-05-05T16:45:13.737148,ROKU,60.97,60.95
2025-05-05T16:45:13.979185,DKNG,34.13,34.1
2025-05-05T16:45:14.235487,PLTR,124.81,124.83
2025-05-05T16:45:14.478577,SNOW,169.95,169.47
2025-05-05T16:45:14.714948,ZM,79.09,79.135
2025-05-05T16:45:14.962723,CRWD,449.07,449.52
2025-05-05T16:45:15.210613,DDOG,106.37,106.28
2025-05-05T16:45:15.453217,PINS,27.295,27.23
2025-05-05T16:45:15.689468,BYND,2.57,2.57
2025-05-05T16:45:15.921629,NIO,3.97,3.965
2025-05-05T16:45:16.156335,LI,25.265,25.215
2025-05-05T16:45:16.435905,XPEV,19.94,19.875
2025-05-05T16:45:16.675576,COIN,200.14,200.11
2025-05-05T16:45:16.928944,RIOT,7.92,7.91
2025-05-05T16:45:17.173676,MARA,13.15,13.105
2025-05-05T16:45:17.403527,DOCU,83.25,83.45
2025-05-05T16:45:17.643651,NET,125.395,125.2
2025-05-05T16:45:17.887302,ESTC,83.3,83.375
2025-05-05T16:45:18.146231,MDB,174.625,174.405
2025-05-05T16:45:18.383595,TTD,56.385,56.37
2025-05-05T16:45:18.621776,OKTA,115.4,115.45
2025-05-05T16:45:18.874494,TDOC,7.175,7.175
2025-05-05T16:45:19.105926,ETSY,45.54,45.66
2025-05-05T16:45:19.348693,UBER,86.295,86.085
2025-05-05T16:45:19.582520,LYFT,12.975,12.965
2025-05-05T16:45:19.833607,TWLO,105.1,105.36
2025-05-05T16:45:20.076377,Z,68.58,68.61
2025-05-05T16:45:20.312016,SNAP,8.58,8.585
2025-05-05T16:45:20.553799,SPOT,644.14,645.01
2025-05-05T16:45:20.798441,SHOP,98.985,98.95
2025-05-05T16:45:21.047417,SQ,86.95,86.95
2025-05-05T16:45:21.298611,PYPL,68.945,68.81
2025-05-05T16:45:21.533846,W,30.97,31.06
2025-05-05T16:45:21.794004,COUP,80.975,80.975
2025-05-05T16:45:22.037291,DT,48.12,48.17
2025-05-05T16:45:22.275787,CRON,1.86,1.865
2025-05-05T16:45:22.510573,AMC,2.635,2.635
2025-05-05T16:45:22.756816,GME,26.485,26.49
2025-05-05T16:45:22.995782,FSR,0.0891,0.0891
2025-05-05T16:45:23.241117,SPCE,2.97,2.96
2025-05-05T16:45:23.503829,BABA,126.65,126.54
2025-05-05T16:45:23.764357,MSTR,380.32,380.52
2025-05-05T16:45:24.014382,HOOD,47.585,47.39
2025-05-05T16:45:24.268656,RBLX,72.37,72.52
2025-05-05T16:45:24.577595,FSLR,125.44,125.545
2025-05-05T16:45:24.889261,KO,71.535,71.61
2025-05-05T16:45:25.157829,PG,158.95,159.14
2025-05-05T16:45:25.437251,JNJ,155.13,155.2
2025-05-05T16:45:25.673460,MCD,316.655,316.815
2025-05-05T16:45:25.905180,WMT,99.52,99.62
2025-05-05T16:45:26.137458,PEP,132.69,132.81
2025-05-05T16:45:26.381069,COST,1014.39,1014.75
2025-05-05T16:45:26.636713,CL,90.9,90.955
2025-05-05T16:45:26.897320,GIS,54.945,54.98
2025-05-05T16:45:27.134708,KMB,130.92,130.985
2025-05-05T16:45:27.368252,ADM,47.6,47.62
2025-05-05T16:45:27.603844,MO,59.85,59.85
2025-05-05T16:45:27.846474,PM,172.76,172.7
2025-05-05T16:45:28.082730,UL,63.46,63.47
2025-05-05T16:45:28.318135,CLX,138.18,138.26
2025-05-05T16:45:28.800956,CHD,93.145,93.21
2025-05-05T16:45:29.048247,HRL,29.13,29.16
2025-05-05T16:45:29.312279,KHC,28.495,28.535
2025-05-05T16:45:29.547805,HSY,165.35,165.56
2025-05-05T16:45:29.800892,SJM,114.02,114.15
2025-05-05T16:45:30.044469,MKC,75.68,75.78
2025-05-05T16:45:30.282406,CPB,35.55,35.595
2025-05-05T16:45:30.528431,K,82.69,82.7
2025-05-05T16:45:30.774130,TSN,56.01,56.01
2025-05-05T16:45:31.020525,DUK,121.21,121.27
2025-05-05T16:45:31.281255,SO,91.16,91.12
2025-05-05T16:45:31.523009,AEP,107.29,107.3
2025-05-05T16:45:32.015863,ED,109.16,109.39
2025-05-05T16:45:32.270531,WEC,108.17,108.2
2025-05-05T16:45:32.506564,NEE,66.46,66.415
2025-05-05T16:45:32.737694,DTE,136.42,136.45
2025-05-05T16:45:32.970275,EXC,46.01,46.03
2025-05-05T16:45:33.196939,XEL,70.89,70.84
2025-05-05T16:45:33.444432,SRE,75.51,75.53
2025-05-05T16:45:33.673799,T,27.41,27.43
2025-05-05T16:45:33.906190,VZ,43.575,43.575
2025-05-05T16:45:34.144591,O,57.21,57.21
2025-05-05T16:45:34.387767,NNN,42.2,42.21
2025-05-05T16:45:34.625939,MDT,83.72,83.79
2025-05-05T16:45:34.866421,ABT,132.66,132.62
2025-05-05T16:45:35.119572,MRK,82.48,82.53
2025-05-05T16:45:35.357461,PFE,23.995,24.01
2025-05-05T16:45:35.600295,TGT,95.03,95.1
2025-05-05T16:45:35.834626,CVS,68.11,67.98
2025-05-05T16:45:36.064298,IBM,249.04,249.37
2025-05-05T16:45:36.303020,WBA,10.985,10.985
2025-05-05T16:45:36.543644,BDX,168.735,168.475
2025-05-05T16:45:36.776881,SYY,70.74,70.77
2025-05-05T16:45:37.016805,BAX,31.06,31.04
2025-05-05T16:45:37.260370,D,54.25,54.245
2025-05-05T16:46:37.672597,TSLA,278.9,277.21
2025-05-05T16:46:37.925475,NVDA,113.975,113.745
2025-05-05T16:46:38.169073,AMD,100.92,100.845
2025-05-05T16:46:38.409648,MRNA,27.93,28.04
2025-05-05T16:46:38.683069,BNTX,101.91,102.01
2025-05-05T16:46:38.931247,ROKU,60.925,60.95
2025-05-05T16:46:39.174847,DKNG,34.14,34.1
2025-05-05T16:46:39.431975,PLTR,124.84,124.83
2025-05-05T16:46:39.679241,SNOW,169.97,169.47
2025-05-05T16:46:39.925608,ZM,79.07,79.135
2025-05-05T16:46:40.177215,CRWD,449.07,449.52
2025-05-05T16:46:40.408583,DDOG,106.38,106.28
2025-05-05T16:46:40.656129,PINS,27.305,27.23
2025-05-05T16:46:40.886037,BYND,2.565,2.57
2025-05-05T16:46:41.116910,NIO,3.97,3.965
2025-05-05T16:46:41.353953,LI,25.25,25.215
2025-05-05T16:46:41.596171,XPEV,19.94,19.875
2025-05-05T16:46:41.829047,COIN,200.425,200.11
2025-05-05T16:46:42.067248,RIOT,7.91,7.91
2025-05-05T16:46:42.309547,MARA,13.15,13.105
2025-05-05T16:46:42.546331,DOCU,83.21,83.45
2025-05-05T16:46:42.793901,NET,125.395,125.2
2025-05-05T16:46:43.040246,ESTC,83.3,83.375
2025-05-05T16:46:43.291765,MDB,174.625,174.405
2025-05-05T16:46:43.539236,TTD,56.37,56.37
2025-05-05T16:46:43.774485,OKTA,115.27,115.45
2025-05-05T16:46:44.022893,TDOC,7.17,7.175
2025-05-05T16:46:44.259862,ETSY,45.54,45.66
2025-05-05T16:46:44.495482,UBER,86.315,86.085
2025-05-05T16:46:44.728662,LYFT,12.975,12.965
2025-05-05T16:46:44.975703,TWLO,104.805,105.36
2025-05-05T16:46:45.224680,Z,68.57,68.61
2025-05-05T16:46:45.465101,SNAP,8.58,8.585
2025-05-05T16:46:45.706811,SPOT,644.77,645.01
2025-05-05T16:46:45.950553,SHOP,99.03,98.95
2025-05-05T16:46:46.192095,SQ,86.95,86.95
2025-05-05T16:46:46.429588,PYPL,68.9,68.81
2025-05-05T16:46:46.666095,W,30.965,31.06
2025-05-05T16:46:46.902214,COUP,80.975,80.975
2025-05-05T16:46:47.138353,DT,48.12,48.17
2025-05-05T16:46:47.386908,CRON,1.86,1.865
2025-05-05T16:46:47.646811,AMC,2.635,2.635
2025-05-05T16:46:47.881713,GME,26.49,26.49
2025-05-05T16:46:48.122352,FSR,0.0891,0.0891
2025-05-05T16:46:48.359693,SPCE,2.97,2.96
2025-05-05T16:46:48.602841,BABA,126.65,126.54
2025-05-05T16:46:48.835488,MSTR,380.32,380.52
2025-05-05T16:46:49.074973,HOOD,47.58,47.39
2025-05-05T16:46:49.325412,RBLX,72.305,72.52
2025-05-05T16:46:49.583647,FSLR,125.23,125.545
2025-05-05T16:46:49.818867,KO,71.53,71.61
2025-05-05T16:46:50.051729,PG,158.91,159.14
2025-05-05T16:46:50.307435,JNJ,155.13,155.2
2025-05-05T16:46:50.553173,MCD,316.57,316.815
2025-05-05T16:46:50.790105,WMT,99.5,99.62
2025-05-05T16:46:51.027333,PEP,132.685,132.81
2025-05-05T16:46:51.285517,COST,1014.39,1014.75
2025-05-05T16:46:51.536961,CL,90.9,90.955
2025-05-05T16:46:51.777077,GIS,54.945,54.98
2025-05-05T16:46:52.011528,KMB,130.92,130.985
2025-05-05T16:46:52.262043,ADM,47.59,47.62
2025-05-05T16:46:52.515915,MO,59.82,59.85
2025-05-05T16:46:52.756011,PM,172.68,172.7
2025-05-05T16:46:52.988895,UL,63.46,63.47
2025-05-05T16:46:53.222172,CLX,138.17,138.26
2025-05-05T16:46:53.463523,CHD,93.145,93.21
2025-05-05T16:46:53.705974,HRL,29.125,29.16
2025-05-05T16:46:53.937776,KHC,28.48,28.535
2025-05-05T16:46:54.175972,HSY,165.35,165.56
2025-05-05T16:46:54.442714,SJM,114.02,114.15
2025-05-05T16:46:54.683606,MKC,75.68,75.78
2025-05-05T16:46:54.917157,CPB,35.55,35.595
2025-05-05T16:46:55.158668,K,82.69,82.7
2025-05-05T16:46:55.398220,TSN,56.03,56.01
2025-05-05T16:46:55.647939,DUK,121.18,121.27
2025-05-05T16:46:55.895117,SO,91.16,91.12
2025-05-05T16:46:56.142240,AEP,107.29,107.3
2025-05-05T16:46:56.379433,ED,109.13,109.39
2025-05-05T16:46:56.615406,WEC,108.17,108.2
2025-05-05T16:46:56.873840,NEE,66.395,66.415
2025-05-05T16:46:57.137332,DTE,136.42,136.45
2025-05-05T16:46:57.372311,EXC,46.01,46.03
2025-05-05T16:46:57.603730,XEL,70.89,70.84
2025-05-05T16:46:57.849805,SRE,75.51,75.53
2025-05-05T16:46:58.099831,T,27.41,27.43
2025-05-05T16:46:58.346278,VZ,43.57,43.575
2025-05-05T16:46:58.586062,O,57.21,57.21
2025-05-05T16:46:58.823823,NNN,42.2,42.21
2025-05-05T16:46:59.058420,MDT,83.72,83.79
2025-05-05T16:46:59.316382,ABT,132.625,132.62
2025-05-05T16:46:59.556068,MRK,82.5,82.53
2025-05-05T16:46:59.784842,PFE,23.98,24.01
2025-05-05T16:47:00.023609,TGT,95,95.1
2025-05-05T16:47:00.252983,CVS,68.06,67.98
2025-05-05T16:47:00.493494,IBM,249.04,249.37
2025-05-05T16:47:00.727417,WBA,10.985,10.985
2025-05-05T16:47:00.959414,BDX,168.76,168.475
